Name,Highway,Highway_Stress,MaxSpeed,MaxSpeed_Stress,Lanes,Lanes_Stress,Stress_Level,Geometry
Sussex Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604617 42.223215, -85.6046164 42.2233066, -85.604608 42.224548, -85.604656 42.224684, -85.604725 42.224797, -85.604809 42.224871, -85.604924 42.224922, -85.605021 42.224953, -85.605161 42.224965, -85.60571 42.224956, -85.6059544 42.2250108, -85.606033 42.225049)"
Sussex Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604617 42.223215, -85.6046183 42.223138, -85.604623 42.222857, -85.604628 42.222636, -85.604659 42.222488, -85.604695 42.2224, -85.604702 42.222304, -85.604706 42.221924)"
Edington Street,residential,1,25,2,2,2,2,"LINESTRING (-85.607148 42.223211, -85.6072646 42.2232126, -85.607741 42.223219, -85.608019 42.223254, -85.608338 42.223323)"
Edington Street,residential,1,25,2,2,2,2,"LINESTRING (-85.607148 42.223211, -85.607036 42.2232112, -85.6047347 42.2232148, -85.604617 42.223215)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.607148 42.223211, -85.6071493 42.2231343, -85.607154 42.222864, -85.6071531 42.2213184)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.607148 42.223211, -85.6071473 42.2232985, -85.607146 42.223447, -85.607138 42.223544, -85.607101 42.223674, -85.607037 42.223819, -85.60694 42.223981, -85.6067714 42.2241756, -85.606732 42.224221)"
Edington Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608338 42.223323, -85.608436 42.223234, -85.608518 42.223192, -85.608653 42.223144, -85.608817 42.223124, -85.609082 42.223104, -85.609857 42.223097, -85.609975 42.22308, -85.6100512 42.2230376, -85.61009 42.223016, -85.610177 42.222958)"
Edington Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608338 42.223323, -85.608019 42.223254, -85.607741 42.223219, -85.6072646 42.2232126, -85.607148 42.223211)"
Surrey Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608338 42.223323, -85.6082069 42.2238157, -85.608172 42.223947)"
Edington Street,residential,1,25,2,2,2,2,"LINESTRING (-85.610177 42.222958, -85.61009 42.223016, -85.6100512 42.2230376, -85.609975 42.22308, -85.609857 42.223097, -85.609082 42.223104, -85.608817 42.223124, -85.608653 42.223144, -85.608518 42.223192, -85.608436 42.223234, -85.608338 42.223323)"
"['Hampton Street', 'Haverhill Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.610177 42.222958, -85.610266 42.222851, -85.610282 42.222801, -85.610292 42.222409, -85.610275 42.221467, -85.610253 42.221219, -85.6102278 42.2210939, -85.6101417 42.2208652, -85.610082 42.220688, -85.610066 42.220584, -85.610077 42.220501, -85.6101024 42.2204674, -85.610126 42.220436, -85.610359 42.2203334, -85.6107478 42.2202277, -85.610857 42.220198)"
Hampton Street,residential,1,25,2,2,2,2,"LINESTRING (-85.610177 42.222958, -85.610259 42.223326, -85.610318 42.224145, -85.610336 42.224958, -85.610296 42.225342, -85.610262 42.225448, -85.610225 42.225491, -85.610193 42.225518)"
South Westnedge Avenue,secondary,2,35,3,7,4,3,"LINESTRING (-85.5895304 42.2231761, -85.5895112 42.2223702)"
South Westnedge Avenue,secondary,2,35,3,7,4,3,"LINESTRING (-85.5895304 42.2231761, -85.5895294 42.2232579, -85.5895276 42.2234167, -85.589515 42.2236724, -85.589512 42.223733, -85.5895069 42.2239434, -85.5895058 42.2239884, -85.589504 42.224065, -85.5895065 42.2245893, -85.589507 42.224696)"
Meredith Street,residential,1,25,2,2,2,2,"LINESTRING (-85.5356008 42.2375829, -85.5356249 42.2373137, -85.5356611 42.236704)"
Meredith Street,residential,1,25,2,2,2,2,"LINESTRING (-85.5356008 42.2375829, -85.5356136 42.2383139, -85.5356166 42.2385008, -85.5356215 42.2388136, -85.5356259 42.2390881, -85.535646 42.2398198, -85.5356548 42.2402555, -85.5356578 42.2404015)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.562722 42.18717, -85.5626617 42.1874407, -85.5626214 42.1876218, -85.5625859 42.1877814, -85.562564 42.1878796)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.562722 42.18717, -85.5627335 42.1871125, -85.5627545 42.1870077)"
Portage Road,tertiary,1,45,4,4,4,3,"LINESTRING (-85.5676692 42.1755561, -85.5675439 42.176046, -85.5675163 42.1761538, -85.5675075 42.1761884, -85.5674215 42.1765247, -85.5673634 42.1767518, -85.5673182 42.1769286, -85.5672059 42.1773678, -85.56709 42.177821, -85.5669217 42.1786075)"
Portage Road,tertiary,1,45,4,4,4,3,"LINESTRING (-85.5676692 42.1755561, -85.5676903 42.1754757, -85.5677793 42.1751371, -85.5678657 42.1748085, -85.5679472 42.1744982, -85.5679802 42.1743727, -85.5680875 42.1739644, -85.5681436 42.1737509, -85.5681804 42.1736108, -85.5683046 42.1731381, -85.568422 42.1726913, -85.5684814 42.1724653, -85.5685508 42.1722012, -85.568613 42.171964)"
West Milham Road,tertiary,1,35,3,5,3,2,"LINESTRING (-85.6207094 42.2301756, -85.6213234 42.2301776)"
West Milham Road,tertiary,1,35,3,5,3,2,"LINESTRING (-85.6207094 42.2301756, -85.6194664 42.2301726)"
East Milham Avenue,tertiary,1,32,3,5,3,2,"LINESTRING (-85.581502 42.230113, -85.5825236 42.2301155, -85.582739 42.230116, -85.5831124 42.230117, -85.5836786 42.2301184, -85.5840844 42.2301194, -85.5844091 42.2301203, -85.584689 42.230121)"
East Milham Avenue,tertiary,1,32,3,5,3,2,"LINESTRING (-85.581502 42.230113, -85.5813253 42.2301158, -85.58112 42.230119, -85.5801006 42.2301354, -85.5799059 42.2301385)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.5917297 42.2337358, -85.5917838 42.2337363)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.5917297 42.2337358, -85.591678 42.2337354)"
Georgia Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.5917297 42.2337358, -85.5917292 42.2336666, -85.59172 42.23191)"
Georgia Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.59172 42.23191, -85.5917391 42.2308414, -85.5917447 42.2305288, -85.591748 42.230347, -85.5917387 42.2301892, -85.5917338 42.2300938)"
Georgia Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.59172 42.23191, -85.5917292 42.2336666, -85.5917297 42.2337358)"
West Milham Road,tertiary,1,35,3,5,3,2,"LINESTRING (-85.5917338 42.2300938, -85.5911861 42.2300938)"
Georgia Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.5917338 42.2300938, -85.5917387 42.2301892, -85.591748 42.230347, -85.5917447 42.2305288, -85.5917391 42.2308414, -85.59172 42.23191)"
West Milham Road,tertiary,1,35,3,5,3,2,"LINESTRING (-85.5917338 42.2300938, -85.592315 42.2300882, -85.5924508 42.2300858, -85.5925256 42.2300856, -85.592761 42.230085, -85.5928221 42.2300849)"
Bluegrass Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6120071 42.2205322, -85.612069 42.2204362, -85.6120732 42.2202531, -85.612075 42.220174)"
"['Bluegrass Street', 'Greenview Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.612075 42.220174, -85.6120749 42.2200844, -85.612071 42.217141, -85.612061 42.217058, -85.612044 42.217021, -85.61202 42.216986, -85.611983 42.216959, -85.611911 42.216938, -85.611839 42.216926, -85.611745 42.216919, -85.6111898 42.2169216, -85.611094 42.216922)"
Bluegrass Street,residential,1,25,2,2,2,2,"LINESTRING (-85.612075 42.220174, -85.6120732 42.2202531, -85.612069 42.2204362, -85.6120071 42.2205322)"
Haverhill Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.612075 42.220174, -85.6121796 42.2201739, -85.6138008 42.2201731, -85.6139 42.220173)"
Haverhill Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.612075 42.220174, -85.6119585 42.2201739, -85.611191 42.220173, -85.611025 42.220183, -85.6109699 42.2201879, -85.610857 42.220198)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.603146 42.215536, -85.6030902 42.2156516, -85.60305 42.215735, -85.603059 42.217932)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.603237 42.217935, -85.603227 42.216985, -85.603222 42.215735, -85.6031844 42.2156366, -85.603146 42.215536)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.601199 42.221896, -85.601439 42.221514, -85.6024231 42.2202606, -85.602795 42.219755, -85.602887 42.219611, -85.603054 42.219309, -85.603156 42.218982, -85.603191 42.21884, -85.6032298 42.2185916, -85.603237 42.217935)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.6013653 42.2272693, -85.601454 42.22772, -85.601488 42.228054, -85.6015042 42.2287404, -85.6015126 42.2299209, -85.6015119 42.2299519, -85.6015135 42.2300489)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.600848 42.223792, -85.6008479 42.2238884, -85.600847 42.224519, -85.600857 42.225006, -85.600878 42.225288, -85.600969 42.225793, -85.601016 42.226012, -85.601071 42.226208, -85.60114 42.226411, -85.601227 42.226647, -85.6013361 42.2271363)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.601045 42.221865, -85.600947 42.222161, -85.600899 42.222323, -85.6008969 42.222337, -85.600872 42.2225, -85.600851 42.222845, -85.600848 42.223792)"
Constitution Boulevard,tertiary,1,35,3,2,2,2,"LINESTRING (-85.603059 42.217932, -85.6030725 42.2185617, -85.603048 42.218724, -85.603023 42.218869, -85.602909 42.219228, -85.602796 42.219446, -85.60265 42.219666, -85.6022736 42.2201966, -85.601302 42.221437, -85.601216 42.221586, -85.601045 42.221865)"
Henley Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.608172 42.223947, -85.6082825 42.2239455, -85.6091652 42.2239335)"
Surrey Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608172 42.223947, -85.6082069 42.2238157, -85.608338 42.223323)"
Surrey Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608172 42.223947, -85.6081552 42.2239851, -85.608087 42.22414, -85.608023 42.224261, -85.607936 42.224396, -85.607885 42.224466, -85.607679 42.22468)"
Henley Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.6091652 42.2239335, -85.6082825 42.2239455, -85.608172 42.223947)"
South Westnedge Avenue,secondary,2,35,3,7,4,3,"LINESTRING (-85.589514 42.231019, -85.5895251 42.2303329, -85.5895259 42.2302842, -85.5895216 42.2301246)"
South Westnedge Avenue,secondary,2,35,3,7,4,3,"LINESTRING (-85.589514 42.231019, -85.5895074 42.2313891, -85.5895028 42.2316457, -85.5894962 42.2319117)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.561619 42.192392, -85.5615226 42.192866, -85.5614737 42.193107, -85.5614292 42.1933259)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.561619 42.192392, -85.5616621 42.1921855, -85.5617482 42.1917726, -85.5617831 42.1916056, -85.5618388 42.1913386, -85.5618458 42.1913052, -85.5619312 42.1908957, -85.5619429 42.1908394, -85.5619891 42.1906182, -85.5620221 42.1904602, -85.5620453 42.190349, -85.5620972 42.1900999, -85.5621211 42.1899854, -85.562137 42.1899094, -85.5621861 42.189674, -85.562281 42.1892193, -85.5623383 42.1889447, -85.56239 42.188697, -85.5624161 42.1885746, -85.562446 42.1884342, -85.5624534 42.1883993, -85.5624802 42.1882733, -85.5624952 42.1882027, -85.5625392 42.1879962, -85.562564 42.1878796)"
Oregon Avenue,residential,1,32,3,2,2,2,"LINESTRING (-85.5993047 42.2319119, -85.5993051 42.231846, -85.5993085 42.2313074, -85.5993154 42.2302173, -85.5993156 42.2301869, -85.5993011 42.2300743)"
"['Idaho Avenue', 'Oregon Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.5993047 42.2319119, -85.5993181 42.2323441, -85.599337 42.2336633, -85.5993365 42.2337291, -85.598894 42.2337274, -85.5988481 42.2337275, -85.5985371 42.2337278, -85.598394 42.233728)"
Brent Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.604502 42.228529, -85.6036665 42.2288805)"
Devon Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604502 42.228529, -85.6045848 42.228454, -85.604648 42.228397, -85.604679 42.228297, -85.604651 42.22703, -85.604674 42.226858, -85.604718 42.226794, -85.604798 42.226737, -85.604879 42.226694, -85.604987 42.226653, -85.605107 42.226631, -85.6056586 42.2266242, -85.605759 42.226623)"
Devon Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604502 42.228529, -85.6045307 42.2285977, -85.604653 42.228688, -85.604692 42.228764, -85.604712 42.228839, -85.604717 42.228928, -85.6047189 42.2299353, -85.6047187 42.2299637, -85.6047191 42.230054)"
Devon Street,residential,1,25,2,2,2,2,"LINESTRING (-85.605759 42.226623, -85.6056586 42.2266242, -85.605107 42.226631, -85.604987 42.226653, -85.604879 42.226694, -85.604798 42.226737, -85.604718 42.226794, -85.604674 42.226858, -85.604651 42.22703, -85.604679 42.228297, -85.604648 42.228397, -85.6045848 42.228454, -85.604502 42.228529)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.605759 42.226623, -85.6057722 42.2258695, -85.6057736 42.2257881)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.605759 42.226623, -85.6057556 42.2269914, -85.605755 42.22706)"
Haverhill Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.610857 42.220198, -85.6109699 42.2201879, -85.611025 42.220183, -85.611191 42.220173, -85.6119585 42.2201739, -85.612075 42.220174)"
"['Hampton Street', 'Haverhill Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.610857 42.220198, -85.6107478 42.2202277, -85.610359 42.2203334, -85.610126 42.220436, -85.6101024 42.2204674, -85.610077 42.220501, -85.610066 42.220584, -85.610082 42.220688, -85.6101417 42.2208652, -85.6102278 42.2210939, -85.610253 42.221219, -85.610275 42.221467, -85.610292 42.222409, -85.610282 42.222801, -85.610266 42.222851, -85.610177 42.222958)"
Fescue Street,residential,1,25,2,2,2,2,"LINESTRING (-85.610857 42.220198, -85.610857 42.2201225, -85.610857 42.218071, -85.610843 42.217994, -85.610813 42.217927, -85.61077 42.217875, -85.610714 42.217838, -85.610644 42.217822, -85.61047 42.217815, -85.6097364 42.2178071, -85.609631 42.217806)"
Haverhill Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.6139 42.220173, -85.6138008 42.2201731, -85.6121796 42.2201739, -85.612075 42.220174)"
Old Kilgore Road,tertiary,1,32,3,2,2,2,"LINESTRING (-85.586779 42.245115, -85.586786 42.2449295, -85.5867901 42.2448201, -85.586798 42.244613, -85.586836 42.24451, -85.5868737 42.2444651, -85.586914 42.244417, -85.586986 42.244366, -85.587027 42.244337, -85.587177 42.244264, -85.587291 42.244228, -85.5875493 42.2441654, -85.587592 42.244155, -85.587835 42.244125, -85.5878995 42.2441159, -85.588283 42.24409, -85.5886615 42.2440629, -85.5888754 42.2440475, -85.5894419 42.2440069, -85.589612 42.2439947)"
"['Castlewood Avenue', 'Cromwell Street']",residential,1,25,2,2,2,2,"LINESTRING (-85.604739 42.217007, -85.604723 42.2165114, -85.6047489 42.2164695, -85.6048101 42.2164399, -85.604996 42.216438, -85.60594 42.216445)"
"['Cromwell Street', 'Hardwick Avenue', 'Windemere Street']",residential,1,25,2,2,2,2,"LINESTRING (-85.604739 42.217007, -85.604742 42.218674, -85.604763 42.2187, -85.604789 42.218718, -85.604839 42.218738, -85.604909 42.21875, -85.6053234 42.2187485, -85.605712 42.218747, -85.605816 42.218735, -85.605882 42.218722, -85.605909 42.218707, -85.605934 42.218694, -85.605962 42.218657, -85.605966 42.218617, -85.605945 42.216886)"
West Milham Road,tertiary,1,35,3,5,3,2,"LINESTRING (-85.6213234 42.2301776, -85.6207094 42.2301756)"
West Milham Road,tertiary,1,35,3,5,3,2,"LINESTRING (-85.6213234 42.2301776, -85.6226133 42.2301942, -85.6229504 42.2301986, -85.6247792 42.2302153)"
Jennifer Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604706 42.221924, -85.6055263 42.2219166)"
Sussex Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604706 42.221924, -85.604701 42.2208165)"
Sussex Street,residential,1,25,2,2,2,2,"LINESTRING (-85.604706 42.221924, -85.604702 42.222304, -85.604695 42.2224, -85.604659 42.222488, -85.604628 42.222636, -85.604623 42.222857, -85.6046183 42.223138, -85.604617 42.223215)"
Jennifer Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6055263 42.2219166, -85.604706 42.221924)"
Buckhorn Street,residential,1,25,2,2,2,2,"LINESTRING (-85.609631 42.217806, -85.6096299 42.2177189, -85.6096201 42.2169798, -85.609619 42.216895)"
"['Buckhorn Street', 'Coulter Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.609631 42.217806, -85.6096322 42.217882, -85.609655 42.219374, -85.6096381 42.2194052, -85.609629 42.2194222, -85.609602 42.219456, -85.609552 42.219497, -85.609458 42.219517, -85.609326 42.219527, -85.6087054 42.2195284, -85.608407 42.219529)"
Fescue Street,residential,1,25,2,2,2,2,"LINESTRING (-85.609631 42.217806, -85.6097364 42.2178071, -85.61047 42.217815, -85.610644 42.217822, -85.610714 42.217838, -85.61077 42.217875, -85.610813 42.217927, -85.610843 42.217994, -85.610857 42.218071, -85.610857 42.2201225, -85.610857 42.220198)"
Buckhorn Street,residential,1,25,2,2,2,2,"LINESTRING (-85.609619 42.216895, -85.6096201 42.2169798, -85.6096299 42.2177189, -85.609631 42.217806)"
Greenview Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.609619 42.216895, -85.6097275 42.216897, -85.611094 42.216922)"
Greenview Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.609619 42.216895, -85.6095061 42.2168991, -85.609181 42.216911, -85.608923 42.216931, -85.608656 42.216988, -85.608554 42.216999, -85.6084941 42.2169994, -85.608417 42.217)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6060014 42.2281874, -85.60591 42.22807, -85.605822 42.227918, -85.605805 42.227797, -85.605755 42.22706)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6060014 42.2281874, -85.6059817 42.2282847, -85.6059027 42.2284247, -85.605865 42.22876, -85.605856 42.228976, -85.6058747 42.2299281, -85.6058753 42.229962, -85.6058771 42.230051)"
Bradford Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6060014 42.2281874, -85.6060761 42.2282061, -85.606575 42.228331, -85.606737 42.2284, -85.60684 42.228461, -85.606929 42.228544, -85.606998 42.228644, -85.607027 42.228765, -85.6070262 42.229929, -85.6070258 42.2299599, -85.6070261 42.230055)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.605755 42.22706, -85.6057556 42.2269914, -85.605759 42.226623)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.605755 42.22706, -85.605805 42.227797, -85.605822 42.227918, -85.60591 42.22807, -85.6060014 42.2281874)"
Surrey Street,residential,1,25,2,2,2,2,"LINESTRING (-85.605755 42.22706, -85.6058935 42.2270636, -85.606287 42.227074, -85.606447 42.227065, -85.606547 42.227048, -85.606795 42.226972, -85.606876 42.226918, -85.606976 42.226836, -85.607029 42.22675, -85.607045 42.226668, -85.607049 42.226466)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6057736 42.2257881, -85.605802 42.2257073, -85.606016 42.2250974, -85.606033 42.225049)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6057736 42.2257881, -85.6057722 42.2258695, -85.605759 42.226623)"
Warwick Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6057736 42.2257881, -85.6056833 42.2257886, -85.604255 42.225797, -85.603876 42.225809, -85.603753 42.225825, -85.6037255 42.2258279, -85.6035997 42.2258413)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.606033 42.225049, -85.606067 42.224983, -85.6061081 42.2249359, -85.6067074 42.2242491, -85.606732 42.224221)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.606033 42.225049, -85.606016 42.2250974, -85.605802 42.2257073, -85.6057736 42.2257881)"
Sussex Street,residential,1,25,2,2,2,2,"LINESTRING (-85.606033 42.225049, -85.6059544 42.2250108, -85.60571 42.224956, -85.605161 42.224965, -85.605021 42.224953, -85.604924 42.224922, -85.604809 42.224871, -85.604725 42.224797, -85.604656 42.224684, -85.604608 42.224548, -85.6046164 42.2233066, -85.604617 42.223215)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.606732 42.224221, -85.6067714 42.2241756, -85.60694 42.223981, -85.607037 42.223819, -85.607101 42.223674, -85.607138 42.223544, -85.607146 42.223447, -85.6071473 42.2232985, -85.607148 42.223211)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.606732 42.224221, -85.6067074 42.2242491, -85.6061081 42.2249359, -85.606067 42.224983, -85.606033 42.225049)"
Regina Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.606732 42.224221, -85.6066415 42.2241804, -85.606507 42.22412, -85.606352 42.224082, -85.606234 42.224071, -85.6060468 42.2240564, -85.6057702 42.2241062)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.6071531 42.2213184, -85.607154 42.222864, -85.6071493 42.2231343, -85.607148 42.223211)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608407 42.219529, -85.6084074 42.219424, -85.6084167 42.2170645, -85.608417 42.217)"
"['Buckhorn Street', 'Coulter Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.608407 42.219529, -85.6087054 42.2195284, -85.609326 42.219527, -85.609458 42.219517, -85.609552 42.219497, -85.609602 42.219456, -85.609629 42.2194222, -85.6096381 42.2194052, -85.609655 42.219374, -85.6096322 42.217882, -85.609631 42.217806)"
"['Manhattan Street', 'Coulter Avenue']",residential,1,25,2,2,2,2,"LINESTRING (-85.608407 42.219529, -85.6082928 42.2195279, -85.607405 42.219519, -85.607291 42.219503, -85.607252 42.219492, -85.607204 42.219465, -85.6071858 42.2194323, -85.607177 42.219374, -85.607176 42.2169723, -85.607176 42.216892)"
Marlow Street,residential,1,25,2,2,2,2,"LINESTRING (-85.608417 42.217, -85.6084167 42.2170645, -85.6084074 42.219424, -85.608407 42.219529)"
Greenview Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.608417 42.217, -85.6084941 42.2169994, -85.608554 42.216999, -85.608656 42.216988, -85.608923 42.216931, -85.609181 42.216911, -85.6095061 42.2168991, -85.609619 42.216895)"
Greenview Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.608417 42.217, -85.6082747 42.2169941, -85.608153 42.216989, -85.607981 42.216968, -85.607804 42.216929, -85.6077 42.21691, -85.607555 42.216897, -85.6072793 42.2168934, -85.607176 42.216892)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.563427 42.184492, -85.563776 42.183636)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.563427 42.184492, -85.56326 42.184959, -85.563162 42.185214, -85.5631302 42.1853385, -85.5631023 42.1854477, -85.563028 42.185727)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.5669217 42.1786075, -85.5668666 42.1788069, -85.5667967 42.1790126, -85.5667098 42.1792168)"
Portage Road,tertiary,1,45,4,4,4,3,"LINESTRING (-85.5669217 42.1786075, -85.56709 42.177821, -85.5672059 42.1773678, -85.5673182 42.1769286, -85.5673634 42.1767518, -85.5674215 42.1765247, -85.5675075 42.1761884, -85.5675163 42.1761538, -85.5675439 42.176046, -85.5676692 42.1755561)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.563028 42.185727, -85.562964 42.185961, -85.5629603 42.1859797, -85.5629413 42.1860744, -85.5628734 42.1864513, -85.5628664 42.1864904, -85.5628342 42.1866693, -85.5628203 42.1867469)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.563028 42.185727, -85.5631023 42.1854477, -85.5631302 42.1853385, -85.563162 42.185214, -85.56326 42.184959, -85.563427 42.184492)"
Quarter Line Drive,residential,1,32,3,1,1,2,"LINESTRING (-85.579441 42.1808671, -85.579449 42.181453)"
Portage Road,tertiary,1,45,4,4,4,3,"LINESTRING (-85.5667098 42.1792168, -85.5666486 42.1793211, -85.566442 42.179673, -85.566126 42.180097, -85.5660412 42.1802077, -85.56564 42.180731, -85.5651903 42.181277)"
Portage Road,tertiary,1,45,4,5,3,3,"LINESTRING (-85.5667098 42.1792168, -85.5667967 42.1790126, -85.5668666 42.1788069, -85.5669217 42.1786075)"
Whitby Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.607679 42.22468, -85.6077693 42.2247305, -85.607806 42.224751, -85.607933 42.224772, -85.60807 42.224784, -85.6091577 42.2247724)"
Surrey Street,residential,1,25,2,2,2,2,"LINESTRING (-85.607679 42.22468, -85.607885 42.224466, -85.607936 42.224396, -85.608023 42.224261, -85.608087 42.22414, -85.6081552 42.2239851, -85.608172 42.223947)"
Surrey Street,residential,1,25,2,2,2,2,"LINESTRING (-85.607679 42.22468, -85.607324 42.225055, -85.607219 42.225187, -85.607149 42.225322, -85.607111 42.225436, -85.6070963 42.2255005, -85.607069 42.22562)"
Whitby Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.6091577 42.2247724, -85.60807 42.224784, -85.607933 42.224772, -85.607806 42.224751, -85.6077693 42.2247305, -85.607679 42.22468)"
South Westnedge Avenue,secondary,2,35,3,7,4,3,"LINESTRING (-85.589495 42.233729, -85.589508 42.23436)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.589495 42.233729, -85.5896881 42.2337252, -85.5898139 42.2337284, -85.590637 42.233727)"
South Westnedge Avenue,secondary,2,35,3,7,4,3,"LINESTRING (-85.589495 42.233729, -85.5894951 42.233658, -85.5894952 42.2335321, -85.5894957 42.2330833, -85.589496 42.232814)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.590637 42.233727, -85.591678 42.2337354)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.590637 42.233727, -85.5898139 42.2337284, -85.5896881 42.2337252, -85.589495 42.233729)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.592809 42.233739, -85.5917838 42.2337363)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.592809 42.233739, -85.593568 42.233743, -85.593928 42.233732)"
Ohio Avenue,residential,1,32,3,2,2,2,"LINESTRING (-85.592809 42.233739, -85.5928106 42.2336658, -85.592849 42.231918)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.593928 42.233732, -85.5940644 42.2337313, -85.595037 42.233726)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.593928 42.233732, -85.593568 42.233743, -85.592809 42.233739)"
Missouri Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.593928 42.233732, -85.5939289 42.2336636, -85.593951 42.23192)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.595037 42.233726, -85.595422 42.233728)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.595037 42.233726, -85.5940644 42.2337313, -85.593928 42.233732)"
Iowa Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.595037 42.233726, -85.5950371 42.2336611, -85.595041 42.231919)"
Idaho Avenue,residential,1,25,2,2,2,2,"LINESTRING (-85.595422 42.233728, -85.595037 42.233726)"
